지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa)
108,서울,2020-09-03 23:00,22.2,.1,3.4,200,85,997.2
108,서울,2020-09-04 00:00,21.4,,2.9,200,82,997.9
108,서울,2020-09-04 01:00,20.8,,3.9,250,79,998.3
108,서울,2020-09-04 02:00,20.5,,2.4,230,76,998.8
108,서울,2020-09-04 03:00,20.2,,1.5,200,75,999.1
108,서울,2020-09-04 04:00,20.7,,4.8,200,75,999.8
108,서울,2020-09-04 05:00,20.8,,3.8,200,76,999.8
108,서울,2020-09-04 06:00,20.9,,4.1,180,76,1000.5
108,서울,2020-09-04 07:00,20.6,,3.2,200,78,1001.1
108,서울,2020-09-04 08:00,21.4,,3.2,200,78,1001.7
108,서울,2020-09-04 09:00,22.5,,3.9,200,74,1002.2
108,서울,2020-09-04 10:00,23.6,,3.1,230,65,1002.7
108,서울,2020-09-04 11:00,24,,2.8,250,63,1003
108,서울,2020-09-04 12:00,25.5,,2.6,200,57,1002.9
108,서울,2020-09-04 13:00,26.6,,2.4,230,54,1002.8
108,서울,2020-09-04 14:00,26.4,,3.5,250,48,1002.8
108,서울,2020-09-04 15:00,27,,4.1,250,46,1002.2
108,서울,2020-09-04 16:00,27.5,,3.5,200,42,1002.1
108,서울,2020-09-04 17:00,27,,3.4,230,41,1002.2
108,서울,2020-09-04 18:00,26.2,,3,200,46,1002.5
108,서울,2020-09-04 19:00,25,,2.4,230,52,1002.9
108,서울,2020-09-04 20:00,23.9,,1.1,250,58,1003.6
108,서울,2020-09-04 21:00,22.9,,.5,320,65,1003.9
108,서울,2020-09-04 22:00,22,,.5,20,70,1004.1
108,서울,2020-09-04 23:00,21.3,,1.5,20,70,1004.5
108,서울,2020-09-05 00:00,20.8,,1.8,50,72,1004.4
108,서울,2020-09-05 01:00,20.5,,2.3,70,71,1004.2
108,서울,2020-09-05 02:00,20.1,,1.7,20,74,1004.3
108,서울,2020-09-05 03:00,19.7,,1.8,50,77,1004
108,서울,2020-09-05 04:00,19.8,,2.6,50,76,1004
108,서울,2020-09-05 05:00,19.5,,1.7,70,76,1004
108,서울,2020-09-05 06:00,19.3,,2.4,50,80,1004.1
108,서울,2020-09-05 07:00,19.3,,1.9,50,81,1004.7
108,서울,2020-09-05 08:00,20.6,,2.7,50,77,1004.8
108,서울,2020-09-05 09:00,21.8,,2.1,50,70,1004.8
108,서울,2020-09-05 10:00,22.6,,2.1,50,68,1004.9
108,서울,2020-09-05 11:00,24.4,,1.7,70,65,1005
108,서울,2020-09-05 12:00,25.7,,1.1,110,59,1004.6
108,서울,2020-09-05 13:00,26.7,,2.4,110,59,1004
108,서울,2020-09-05 14:00,26.7,,2.2,140,57,1003.2
108,서울,2020-09-05 15:00,26.9,,1.9,90,59,1002.6
108,서울,2020-09-05 16:00,27,,2,110,58,1002.4
108,서울,2020-09-05 17:00,26.9,,2.1,140,56,1002.6
108,서울,2020-09-05 18:00,26,,2.2,110,54,1002.4
108,서울,2020-09-05 19:00,25,,2.7,110,56,1002.3
108,서울,2020-09-05 20:00,24.4,,2.3,110,62,1002.6
108,서울,2020-09-05 21:00,23.9,,1.9,110,63,1003
108,서울,2020-09-05 22:00,23.3,,.9,50,64,1003.2
108,서울,2020-09-05 23:00,23,,1.8,90,66,1003
108,서울,2020-09-06 00:00,22.7,,.9,70,71,1002.8
108,서울,2020-09-06 01:00,22.1,,1.3,360,77,1003.3
108,서울,2020-09-06 02:00,21.6,,1.4,50,81,1003
108,서울,2020-09-06 03:00,21.4,,1.3,50,83,1002.4
108,서울,2020-09-06 04:00,21.1,,1.2,360,86,1001.8
108,서울,2020-09-06 05:00,20.8,,.8,50,85,1001.7
108,서울,2020-09-06 06:00,20.4,,2.3,20,88,1001.6
108,서울,2020-09-06 07:00,20.4,,1.4,50,88,1001.8
108,서울,2020-09-06 08:00,20.6,,1.7,50,85,1001.6
108,서울,2020-09-06 09:00,21.2,,1.9,50,80,1002.3
108,서울,2020-09-06 10:00,21.7,0,2.8,50,76,1001.9
108,서울,2020-09-06 11:00,22.8,,3.4,50,66,1001.1
108,서울,2020-09-06 12:00,23.1,0,3.6,50,65,1000.5
108,서울,2020-09-06 13:00,23.2,,4,50,64,999.7
108,서울,2020-09-06 14:00,23.8,,2.6,50,66,999.3
108,서울,2020-09-06 15:00,24.4,,3.6,50,66,998.6
108,서울,2020-09-06 16:00,24.2,0,2.9,50,68,998.2
108,서울,2020-09-06 17:00,23.9,0,3.1,50,70,997.8
108,서울,2020-09-06 18:00,23.3,0,3.6,50,74,997.7
108,서울,2020-09-06 19:00,22.5,0,3.9,70,77,997.4
108,서울,2020-09-06 20:00,21.5,0,4.5,70,81,997.4
108,서울,2020-09-06 21:00,20.4,1,3.5,70,89,996.9
108,서울,2020-09-06 22:00,20.1,.2,3.1,70,90,996.2
108,서울,2020-09-06 23:00,19.5,2.9,2.8,70,94,995.4
108,서울,2020-09-07 00:00,19.5,2.3,3.4,70,95,994.4
108,서울,2020-09-07 01:00,19.1,1.5,4.3,50,95,993.2
108,서울,2020-09-07 02:00,18.7,1.6,3.5,50,95,992.1
108,서울,2020-09-07 03:00,18.4,2.2,4.9,50,94,990.3
108,서울,2020-09-07 04:00,18.3,2,5,50,94,988.7
108,서울,2020-09-07 05:00,18.2,.7,4,50,92,987
108,서울,2020-09-07 06:00,18.1,0,3.7,50,86,986
108,서울,2020-09-07 07:00,17.7,1,2.6,50,88,984.8
108,서울,2020-09-07 08:00,17.5,6,1.7,360,92,983.5
108,서울,2020-09-07 09:00,17.7,7.1,2.2,290,94,982.2
108,서울,2020-09-07 10:00,18.3,7.3,5.2,320,93,980.5
108,서울,2020-09-07 11:00,18.3,4.9,7.7,320,92,978
108,서울,2020-09-07 12:00,18.9,2.9,6.2,320,92,975.9
108,서울,2020-09-07 13:00,19.2,.5,4.4,320,95,975.2
108,서울,2020-09-07 14:00,19.4,.3,5.1,290,96,975.3
108,서울,2020-09-07 15:00,19.6,.5,3.5,250,96,976.2
108,서울,2020-09-07 16:00,19.8,1.8,4.3,250,97,977.3
108,서울,2020-09-07 17:00,19.9,3,5.2,250,98,978.9
108,서울,2020-09-07 18:00,20,1.5,5,250,99,980.3
108,서울,2020-09-07 19:00,20.1,1,3.5,230,99,981.7
108,서울,2020-09-07 20:00,20.1,7,3,230,99,983
108,서울,2020-09-07 21:00,20,5.5,4.1,230,99,984.7
108,서울,2020-09-07 22:00,20,1.5,4.5,250,98,986.2
108,서울,2020-09-07 23:00,20.2,.8,4.9,200,97,987.8
108,서울,2020-09-08 00:00,20.6,.4,5.7,230,88,989
108,서울,2020-09-08 01:00,20.9,0,4.7,230,86,990.3
108,서울,2020-09-08 02:00,20.9,,4.6,230,84,991.3
108,서울,2020-09-08 03:00,20.9,,5.3,230,81,992.6
108,서울,2020-09-08 04:00,21,,5.5,230,78,993.8
108,서울,2020-09-08 05:00,20.9,,5.5,200,78,994.7
108,서울,2020-09-08 06:00,21.1,,3.6,230,78,995.4
108,서울,2020-09-08 07:00,21.6,,5.2,200,79,995.8
108,서울,2020-09-08 08:00,22,0,4.5,230,74,997.2
108,서울,2020-09-08 09:00,22.4,,5,250,75,998.3
108,서울,2020-09-08 10:00,23.4,,4.7,250,70,999
108,서울,2020-09-08 11:00,24.4,,4.6,250,61,999.3
108,서울,2020-09-08 12:00,25.6,,4.1,250,57,999
108,서울,2020-09-08 13:00,25.8,,5.7,250,53,999.4
108,서울,2020-09-08 14:00,26.2,,5.1,270,53,999.7
108,서울,2020-09-08 15:00,26.4,,5.7,270,59,999.6
108,서울,2020-09-08 16:00,26.4,,4.2,250,56,1000
108,서울,2020-09-08 17:00,25.8,,4.3,230,54,1000.5
108,서울,2020-09-08 18:00,25,,3.9,230,55,1000.4
108,서울,2020-09-08 19:00,24,,3,200,71,1000.8
108,서울,2020-09-08 20:00,23.3,,2,200,77,1001.8
108,서울,2020-09-08 21:00,23,,2.9,230,80,1002.1
108,서울,2020-09-08 22:00,22.7,,1.8,200,83,1002.2
108,서울,2020-09-08 23:00,22.7,,1.8,230,85,1002.2
108,서울,2020-09-09 00:00,22.4,,2.7,200,87,1002.1
108,서울,2020-09-09 01:00,22.2,.1,2.8,180,89,1002.1
108,서울,2020-09-09 02:00,21.9,.1,1.9,230,89,1001.6
108,서울,2020-09-09 03:00,21.8,0,2.1,180,89,1001.2
108,서울,2020-09-09 04:00,21.4,,.9,250,82,1001.3
108,서울,2020-09-09 05:00,21.1,,1.1,270,84,1001.5
108,서울,2020-09-09 06:00,21,,.4,0,87,1001.6
108,서울,2020-09-09 07:00,21.2,,1.9,200,89,1001.5
108,서울,2020-09-09 08:00,21.1,,2.8,180,85,1001.2
108,서울,2020-09-09 09:00,21.8,,2.5,200,82,1001.5
108,서울,2020-09-09 10:00,22.5,,2.7,230,79,1001.2
108,서울,2020-09-09 11:00,24.1,,3.2,180,74,1000.6
108,서울,2020-09-09 12:00,24.9,,3.3,180,67,999.7
108,서울,2020-09-09 13:00,25.2,,2.7,200,68,998.9
108,서울,2020-09-09 14:00,20,0,5.5,320,79,998.6
108,서울,2020-09-09 15:00,19.2,1.1,3.2,320,86,999.1
108,서울,2020-09-09 16:00,21,,.5,110,75,997.9
108,서울,2020-09-09 17:00,21.2,,1.7,230,68,998.3
108,서울,2020-09-09 18:00,21.2,0,2.8,140,79,998.1
108,서울,2020-09-09 19:00,20.4,0,.8,50,82,998.1
108,서울,2020-09-09 20:00,19.9,,.9,340,87,998.5
108,서울,2020-09-09 21:00,19.7,,1.1,20,87,999
108,서울,2020-09-09 22:00,19.3,,1.8,20,89,998.8
108,서울,2020-09-09 23:00,19.3,,.9,50,89,998.7
108,서울,2020-09-10 00:00,19.2,,.9,70,90,998.6
108,서울,2020-09-10 01:00,19.4,,1.2,70,89,998.4
108,서울,2020-09-10 02:00,19.4,,1.9,50,89,998.1
108,서울,2020-09-10 03:00,19.4,,1.1,70,90,998.2
108,서울,2020-09-10 04:00,19.4,.1,.8,70,91,997.9
108,서울,2020-09-10 05:00,19.1,.3,2.3,20,94,998
108,서울,2020-09-10 06:00,19,3.5,1.8,50,96,998.3
108,서울,2020-09-10 07:00,18.9,,1.7,20,96,998.5
108,서울,2020-09-10 08:00,19.5,,2.2,50,95,998.3
108,서울,2020-09-10 09:00,21.2,,1.9,20,90,998.5
108,서울,2020-09-10 10:00,22.9,,2.5,200,81,999
108,서울,2020-09-10 11:00,24.1,,2,230,73,998.9
108,서울,2020-09-10 12:00,25.3,,2.6,180,64,998.7
108,서울,2020-09-10 13:00,26.3,,3.4,180,60,998.3
108,서울,2020-09-10 14:00,26.4,,2.3,230,62,998.2
108,서울,2020-09-10 15:00,26.6,,4.1,180,58,998.3
108,서울,2020-09-10 16:00,26.7,,3.1,180,56,998.4
108,서울,2020-09-10 17:00,26.6,,2.7,180,52,998.7
108,서울,2020-09-10 18:00,26,,2.3,200,56,999
108,서울,2020-09-10 19:00,24.7,,2,270,65,999.4
108,서울,2020-09-10 20:00,23.5,,1.7,270,68,1000.1
108,서울,2020-09-10 21:00,22.7,,2,270,75,1000.5
108,서울,2020-09-10 22:00,22.5,,1.9,20,78,1000.7
108,서울,2020-09-10 23:00,22.2,,1.2,50,75,1001.3
108,서울,2020-09-11 00:00,21.8,,1.7,50,77,1001.6
108,서울,2020-09-11 01:00,21.6,,1.7,360,79,1002
108,서울,2020-09-11 02:00,21,,2.2,50,82,1002
108,서울,2020-09-11 03:00,20.8,,1.9,50,84,1002.4
108,서울,2020-09-11 04:00,20.4,,2.3,70,85,1002.5
108,서울,2020-09-11 05:00,20.1,,2.3,50,87,1003
108,서울,2020-09-11 06:00,19.8,,2.8,50,88,1002.9
108,서울,2020-09-11 07:00,20,,3.1,50,86,1003.1
108,서울,2020-09-11 08:00,21.2,,2.3,90,81,1003.6
108,서울,2020-09-11 09:00,22.8,,3.2,50,73,1003.8
108,서울,2020-09-11 10:00,24.8,,2.9,70,65,1004.2
108,서울,2020-09-11 11:00,26.3,,3,70,60,1004.5
108,서울,2020-09-11 12:00,26.8,,2.6,70,56,1004.7
108,서울,2020-09-11 13:00,26.9,,3.8,110,47,1004.4
108,서울,2020-09-11 14:00,26.2,,3.8,70,50,1004.2
108,서울,2020-09-11 15:00,25.7,,3,110,52,1004.4
108,서울,2020-09-11 16:00,24.6,0,2.6,110,59,1005.1
108,서울,2020-09-11 17:00,23.3,0,3.3,50,73,1005.2
108,서울,2020-09-11 18:00,22.3,.2,3.5,50,75,1005.2
108,서울,2020-09-11 19:00,22,0,3,50,74,1005.4
108,서울,2020-09-11 20:00,21.9,0,2.8,50,75,1006
108,서울,2020-09-11 21:00,21.9,0,3.7,70,68,1006.2
108,서울,2020-09-11 22:00,20.7,0,3.3,70,74,1006.5
108,서울,2020-09-11 23:00,19.8,.5,3.1,50,81,1006.6
108,서울,2020-09-12 00:00,19.2,.5,2.8,70,85,1006.6
108,서울,2020-09-12 01:00,18.5,1.6,3.4,70,90,1006
108,서울,2020-09-12 02:00,18.2,1.5,3.3,70,92,1006.1
108,서울,2020-09-12 03:00,18.1,.6,3.4,50,93,1005.8
108,서울,2020-09-12 04:00,18.2,.3,2.4,70,93,1006
108,서울,2020-09-12 05:00,18.3,.5,2.2,70,93,1005.9
108,서울,2020-09-12 06:00,18.4,.3,1.2,20,92,1005.7
108,서울,2020-09-12 07:00,18.6,.1,1,20,92,1005.9
108,서울,2020-09-12 08:00,18.9,0,.4,0,93,1006
108,서울,2020-09-12 09:00,19.5,0,1.8,50,91,1006.1
108,서울,2020-09-12 10:00,20.1,0,2,50,87,1006.2
108,서울,2020-09-12 11:00,20.9,0,1.2,70,82,1006
108,서울,2020-09-12 12:00,21.6,0,2.6,20,79,1005.8
108,서울,2020-09-12 13:00,22.2,0,1.9,290,80,1005.5
108,서울,2020-09-12 14:00,22.8,0,1.6,250,78,1005.1
108,서울,2020-09-12 15:00,22.9,0,1.6,340,77,1004.9
108,서울,2020-09-12 16:00,23,.3,.8,70,77,1005.1
108,서울,2020-09-12 17:00,22.6,.3,2.1,90,80,1005
108,서울,2020-09-12 18:00,21.7,.2,2.6,70,82,
108,서울,2020-09-12 19:00,21.3,0,1.8,50,86,
108,서울,2020-09-12 20:00,20.9,,2.4,70,79,
108,서울,2020-09-12 21:00,20.5,,2.7,50,75,
108,서울,2020-09-12 22:00,20,0,2.4,50,82,
108,서울,2020-09-12 23:00,19.4,0,2.3,50,80,
108,서울,2020-09-13 00:00,19.1,,1.4,50,81,
108,서울,2020-09-13 01:00,18.9,,1.8,50,78,
108,서울,2020-09-13 02:00,18.5,,1.3,50,79,1007
108,서울,2020-09-13 03:00,18.2,,1,50,79,1007
108,서울,2020-09-13 04:00,17.7,,1.8,50,81,1006.8
108,서울,2020-09-13 05:00,17.2,,1.1,70,81,1007
108,서울,2020-09-13 06:00,16.8,,1.4,70,83,1007
108,서울,2020-09-13 07:00,16.9,,1.3,50,83,1007
108,서울,2020-09-13 08:00,18.6,,2,70,78,1007.1
108,서울,2020-09-13 09:00,20.4,,1.5,70,73,1006.9
108,서울,2020-09-13 10:00,22.1,,1.5,90,66,1006.9
108,서울,2020-09-13 11:00,23.3,,1.3,70,59,1006.3
108,서울,2020-09-13 12:00,24.5,,1.9,50,57,1005.5
108,서울,2020-09-13 13:00,24.7,,1.3,200,56,1005.1
108,서울,2020-09-13 14:00,25.1,,1.6,270,55,1004.6
108,서울,2020-09-13 15:00,26.3,,2.7,320,54,1004.2
108,서울,2020-09-13 16:00,26.2,,3.5,290,53,1004
108,서울,2020-09-13 17:00,25,,2.3,340,56,1004.1
108,서울,2020-09-13 18:00,24.6,,2.7,340,58,1004.2
108,서울,2020-09-13 19:00,23.3,,1.4,290,63,1004.6
108,서울,2020-09-13 20:00,22.2,,2.9,270,75,1005.1
108,서울,2020-09-13 21:00,21.3,,2.7,250,78,1005.5
108,서울,2020-09-13 22:00,20.9,,2.5,270,79,1005.5
108,서울,2020-09-13 23:00,20.7,,1.7,250,79,1005.4
108,서울,2020-09-14 00:00,20.2,,.5,270,81,1005.1
108,서울,2020-09-14 01:00,19.8,,.8,250,84,1005.1
108,서울,2020-09-14 02:00,19.3,,1.1,290,88,1004.9
108,서울,2020-09-14 03:00,18.8,,1.8,270,86,1004.8
108,서울,2020-09-14 04:00,18.4,,1,270,88,1004.5
108,서울,2020-09-14 05:00,18.1,,.6,250,90,1004.5
108,서울,2020-09-14 06:00,17.8,,.2,0,92,1004.7
108,서울,2020-09-14 07:00,17.7,,.4,0,92,1005.1
108,서울,2020-09-14 08:00,19.1,,1.6,180,91,1005.2
108,서울,2020-09-14 09:00,21,,1.2,180,79,1005.2
108,서울,2020-09-14 10:00,22.6,,1.3,230,74,1005.2
108,서울,2020-09-14 11:00,23.6,,2.9,270,67,1005
108,서울,2020-09-14 12:00,24.2,,2.6,290,63,1004.6
108,서울,2020-09-14 13:00,24.3,,1.7,320,65,1003.9
108,서울,2020-09-14 14:00,24.4,,1.6,290,65,1003.4
108,서울,2020-09-14 15:00,24.2,0,2.4,290,67,1003
108,서울,2020-09-14 16:00,24.4,,2.5,250,69,1002.8
108,서울,2020-09-14 17:00,23.4,,3.7,290,74,1003
108,서울,2020-09-14 18:00,23,,3.5,290,75,1003.4
108,서울,2020-09-14 19:00,22.4,,3.1,270,79,1003.7
108,서울,2020-09-14 20:00,21.9,,2.8,270,84,1004.2
108,서울,2020-09-14 21:00,21.4,,1.8,270,84,1004.6
108,서울,2020-09-14 22:00,21,,1.2,290,84,1004.6
108,서울,2020-09-14 23:00,20.6,,.6,320,86,1004.8
108,서울,2020-09-15 00:00,20.3,,.5,270,88,1004.8
108,서울,2020-09-15 01:00,19.7,,1.9,20,88,1004.2
108,서울,2020-09-15 02:00,19.7,,1.8,70,89,1003.6
108,서울,2020-09-15 03:00,19.7,,.4,0,88,1003.9
108,서울,2020-09-15 04:00,19.7,,.9,290,89,1003.9
108,서울,2020-09-15 05:00,19.5,,.5,340,91,1004
108,서울,2020-09-15 06:00,19.2,,.9,50,92,1004.1
108,서울,2020-09-15 07:00,18.9,,1.8,20,93,1004.4
108,서울,2020-09-15 08:00,19.9,,2.2,50,93,1004.2
108,서울,2020-09-15 09:00,21.1,,1.5,50,88,1004.7
108,서울,2020-09-15 10:00,22.8,,1.6,110,78,1004.3
108,서울,2020-09-15 11:00,23.9,,1.8,70,73,1003.6
108,서울,2020-09-15 12:00,25.5,,1.7,110,68,1003
108,서울,2020-09-15 13:00,26.3,,2,90,59,1002.5
108,서울,2020-09-15 14:00,26.8,,2.7,110,55,1001.7
108,서울,2020-09-15 15:00,27.3,,2,180,52,1001.3
108,서울,2020-09-15 16:00,27.1,,2,180,52,1001.3
108,서울,2020-09-15 17:00,26.7,,.7,180,55,1001.2
108,서울,2020-09-15 18:00,25.4,,2.1,270,65,1001
108,서울,2020-09-15 19:00,24.3,,1.9,270,71,1000.9
108,서울,2020-09-15 20:00,23.8,,1.1,290,72,1001.1
108,서울,2020-09-15 21:00,23.3,,1.7,250,76,1001.6
108,서울,2020-09-15 22:00,22.8,,.9,270,79,1001.7
108,서울,2020-09-15 23:00,22.6,,.3,0,80,1001.5
108,서울,2020-09-16 00:00,22.3,,.6,50,82,1001.1
108,서울,2020-09-16 01:00,22.4,,1,200,76,1001
108,서울,2020-09-16 02:00,22.4,,1.3,200,74,1000.9
108,서울,2020-09-16 03:00,22.4,0,2.9,180,74,1000.8
108,서울,2020-09-16 04:00,22.2,0,2.2,180,75,1000.6
108,서울,2020-09-16 05:00,21.9,0,1,180,78,1000.2
108,서울,2020-09-16 06:00,21.8,,1.7,110,79,1000.1
108,서울,2020-09-16 07:00,21.7,,1.9,110,83,1000.5
108,서울,2020-09-16 08:00,22,,1.5,90,83,1000.7
108,서울,2020-09-16 09:00,22.4,0,1.4,110,82,1000.6
108,서울,2020-09-16 10:00,22.7,0,1.2,110,81,1000.2
108,서울,2020-09-16 11:00,23.6,.1,2,70,78,999.8
108,서울,2020-09-16 12:00,24.2,,1.8,140,76,999
108,서울,2020-09-16 13:00,24.9,,1.7,200,71,998.7
108,서울,2020-09-16 14:00,24.5,,1.9,250,70,998.3
108,서울,2020-09-16 15:00,23.4,0,2.8,200,77,998.1
108,서울,2020-09-16 16:00,23.1,.2,2.8,200,80,998.4
108,서울,2020-09-16 17:00,22.9,0,2.5,180,80,998
108,서울,2020-09-16 18:00,22.8,,2,160,80,998.1
108,서울,2020-09-16 19:00,22.4,,2.7,230,81,998.6
108,서울,2020-09-16 20:00,22.1,,1.9,180,82,998.9
108,서울,2020-09-16 21:00,22,,2.1,230,84,1000.2
108,서울,2020-09-16 22:00,21.5,,2.2,180,85,1000.2
108,서울,2020-09-16 23:00,21.4,,1.7,200,85,999.7
108,서울,2020-09-17 00:00,21.3,,1.8,270,87,999.8
108,서울,2020-09-17 01:00,20.8,,1.7,270,89,999.7
108,서울,2020-09-17 02:00,20.8,,1.5,200,89,999.9
108,서울,2020-09-17 03:00,20.7,,1.4,200,90,999.7
108,서울,2020-09-17 04:00,20.6,,1.1,230,90,999.6
108,서울,2020-09-17 05:00,20.7,,1.2,200,91,1000.1
108,서울,2020-09-17 06:00,20.8,,1.5,180,90,999.7
108,서울,2020-09-17 07:00,20.8,,2,270,91,1000
108,서울,2020-09-17 08:00,20.5,,2.2,270,76,1000.4
108,서울,2020-09-17 09:00,20.3,,2.1,270,67,1000.5
108,서울,2020-09-17 10:00,20.8,,2.4,270,63,1001
108,서울,2020-09-17 11:00,21.2,,2.5,270,60,1001.1
108,서울,2020-09-17 12:00,22.3,,2.1,250,54,1000.7
108,서울,2020-09-17 13:00,22.5,,1.7,270,52,1000.1
108,서울,2020-09-17 14:00,22.9,,2.9,270,52,999.6
108,서울,2020-09-17 15:00,23.3,,1.7,250,50,999.6
108,서울,2020-09-17 16:00,23.2,,3.5,290,51,999.5
108,서울,2020-09-17 17:00,22.7,,2.2,270,53,999.3
108,서울,2020-09-17 18:00,21.9,,2.5,250,57,999.9
108,서울,2020-09-17 19:00,21.3,,2.8,270,63,999.9
108,서울,2020-09-17 20:00,20.9,,2.6,270,71,1000.4
108,서울,2020-09-17 21:00,20.6,,2,250,74,1000.7
108,서울,2020-09-17 22:00,20.5,,2.1,250,76,1000.8
108,서울,2020-09-17 23:00,20.2,,2.2,250,79,1000.6
108,서울,2020-09-18 00:00,20.1,,2,250,80,1000.8
108,서울,2020-09-18 01:00,20.1,,2.3,250,80,1001
108,서울,2020-09-18 02:00,19.8,,1.7,250,77,1001
108,서울,2020-09-18 03:00,19.6,,1.7,230,73,1000.9
108,서울,2020-09-18 04:00,19.5,,2.5,250,72,1000.8
108,서울,2020-09-18 05:00,19.2,,2.1,250,72,1001
108,서울,2020-09-18 06:00,18.6,,1.2,270,72,1001.5
108,서울,2020-09-18 07:00,18.2,,1.3,270,78,1002.1
108,서울,2020-09-18 08:00,18.8,,2.2,290,77,1002.4
108,서울,2020-09-18 09:00,20.3,,1.7,290,69,1002.8
108,서울,2020-09-18 10:00,22,,1.9,250,58,1003.2
108,서울,2020-09-18 11:00,23.5,,2.8,230,46,1003
108,서울,2020-09-18 12:00,24.7,,2.6,270,39,1002.7
108,서울,2020-09-18 13:00,25.5,,4.1,230,38,1002.3
108,서울,2020-09-18 14:00,25.3,,4.6,230,37,1002.3
108,서울,2020-09-18 15:00,25.5,,4.3,250,39,1002
108,서울,2020-09-18 16:00,24.2,,4.6,250,54,1002.2
108,서울,2020-09-18 17:00,24.2,,4.6,250,59,1002.3
108,서울,2020-09-18 18:00,23.3,,4.4,270,61,1002.6
108,서울,2020-09-18 19:00,22.1,,3.5,250,65,1002.9
108,서울,2020-09-18 20:00,21.5,,3.2,250,69,1003.6
108,서울,2020-09-18 21:00,20.8,,1.8,250,70,1004.2
108,서울,2020-09-18 22:00,20.3,,2.1,250,71,1004.4
108,서울,2020-09-18 23:00,19.6,,2,270,72,1004.9
108,서울,2020-09-19 00:00,19,,1.2,270,73,1005.1
108,서울,2020-09-19 01:00,18.8,,1.5,250,75,1005.2
108,서울,2020-09-19 02:00,18.6,,1.6,270,80,1005
108,서울,2020-09-19 03:00,18.7,,1.3,250,83,1004.8
108,서울,2020-09-19 04:00,19,.2,1.3,250,85,1004.5
108,서울,2020-09-19 05:00,18.8,0,1.2,160,85,1004.9
108,서울,2020-09-19 06:00,18.4,.1,.4,0,85,1004.9
108,서울,2020-09-19 07:00,17.9,,1.3,200,88,1005.3
108,서울,2020-09-19 08:00,18.8,,1.1,90,85,1005.7
108,서울,2020-09-19 09:00,20.2,,1.2,140,79,1005.6
108,서울,2020-09-19 10:00,21.7,,1.7,230,65,1005.6
108,서울,2020-09-19 11:00,23.3,,2.2,250,46,1005.2
108,서울,2020-09-19 12:00,24.6,,2.5,270,40,1004.7
108,서울,2020-09-19 13:00,25.4,,3.8,250,32,1004.2
108,서울,2020-09-19 14:00,25.8,,4.4,250,30,1003.9
108,서울,2020-09-19 15:00,25.8,,4.3,270,28,1003.7
108,서울,2020-09-19 16:00,25.6,,4.4,270,34,1003.6
108,서울,2020-09-19 17:00,24.7,,4.3,250,47,1003.6
108,서울,2020-09-19 18:00,23.6,,3.4,250,57,1003.9
108,서울,2020-09-19 19:00,22.2,,3.3,270,53,1004.1
108,서울,2020-09-19 20:00,21.2,,3.5,250,46,1004.6
108,서울,2020-09-19 21:00,20.5,,2.5,250,45,1005.4
108,서울,2020-09-19 22:00,19.6,,.9,250,48,1005.8
108,서울,2020-09-19 23:00,18.6,,1.1,270,53,1006.1
108,서울,2020-09-20 00:00,17.6,,0,0,57,1006.2
108,서울,2020-09-20 01:00,17,,.6,200,64,1006.1
108,서울,2020-09-20 02:00,16.6,,.1,0,65,1006.2
108,서울,2020-09-20 03:00,16.6,,.5,20,70,1006
108,서울,2020-09-20 04:00,16.3,,1,270,72,1005.9
108,서울,2020-09-20 05:00,16,,1.4,290,74,1006
108,서울,2020-09-20 06:00,15.8,,1.3,290,79,1006.6
108,서울,2020-09-20 07:00,15.8,,1.6,290,78,1007.2
108,서울,2020-09-20 08:00,17.1,,1.7,270,71,1007.4
108,서울,2020-09-20 09:00,18.8,,2.1,290,59,1007.5
108,서울,2020-09-20 10:00,20.3,,2.5,270,52,1007.8
108,서울,2020-09-20 11:00,21.6,,2.5,250,45,1007.6
108,서울,2020-09-20 12:00,22.8,,2.5,270,43,1007.3
108,서울,2020-09-20 13:00,23.5,,2.9,290,41,1006.8
108,서울,2020-09-20 14:00,24.7,,3.2,230,43,1006.3
108,서울,2020-09-20 15:00,24.5,,3.2,270,37,1006
108,서울,2020-09-20 16:00,24.4,,3.1,270,37,1005.9
108,서울,2020-09-20 17:00,24,,2.9,290,38,1006
108,서울,2020-09-20 18:00,22.9,,3,270,42,1006.3
108,서울,2020-09-20 19:00,21.1,,3.4,250,59,1006.5
108,서울,2020-09-20 20:00,20.3,,1.5,290,60,1007
108,서울,2020-09-20 21:00,19.5,,1.5,290,63,1007.4
108,서울,2020-09-20 22:00,18.5,,1.5,290,67,1008
108,서울,2020-09-20 23:00,17.8,,1.5,290,67,1008.5
108,서울,2020-09-21 00:00,17,,.7,250,68,1008.5
108,서울,2020-09-21 01:00,16.5,,1.9,290,69,1008.4
108,서울,2020-09-21 02:00,16,,1.1,290,66,1008.4
108,서울,2020-09-21 03:00,15.3,,2.1,20,67,1007.9
108,서울,2020-09-21 04:00,15.1,,1.4,340,66,1008.1
108,서울,2020-09-21 05:00,14.5,,1.4,20,70,1008
108,서울,2020-09-21 06:00,13.8,,2.5,50,73,1008.2
108,서울,2020-09-21 07:00,13.8,,2.1,50,76,1008.7
108,서울,2020-09-21 08:00,15,,2.2,20,76,1009
108,서울,2020-09-21 09:00,17.1,,1.9,50,68,1009.2
